ChurnID,CustomerID,Date,Motivo
CHRN02045,CUST003384,2023-03-02,Insatisfação Rede
CHRN02046,CUST026534,2025-06-09,Preço
CHRN02047,CUST047862,2025-07-09,Preço
CHRN02048,CUST016610,2025-07-30,Concorrência
CHRN02049,CUST048707,2024-10-03,Concorrência
CHRN02050,CUST007950,2025-03-26,Preço
CHRN02051,CUST039826,2024-07-11,Concorrência
CHRN02052,CUST005412,2024-08-06,Insatisfação Rede
CHRN02053,CUST002211,2024-07-20,Insatisfação Rede
CHRN02054,CUST028174,2023-02-14,Preço
CHRN02055,CUST038830,2025-08-06,Insatisfação Rede
CHRN02056,CUST042260,2025-04-25,Mau Atendimento
CHRN02057,CUST006238,2025-08-01,Preço
CHRN02058,CUST047179,2024-01-16,Preço
CHRN02059,CUST048955,2024-08-13,Concorrência
CHRN02060,CUST034666,2023-10-13,Concorrência
CHRN02061,CUST020678,2025-01-20,Mau Atendimento
CHRN02062,CUST041246,2023-03-02,Concorrência
CHRN02063,CUST042647,2024-02-18,Mau Atendimento
CHRN02064,CUST030965,2023-10-31,Concorrência
CHRN02065,CUST002764,2024-12-25,Preço
CHRN02066,CUST029031,2025-03-15,Preço
CHRN02067,CUST031806,2023-05-24,Mau Atendimento
CHRN02068,CUST026972,2025-09-19,Preço
CHRN02069,CUST031682,2023-08-16,Preço
CHRN02070,CUST031848,2025-09-07,Preço
CHRN02071,CUST021409,2025-10-24,Insatisfação Rede
CHRN02072,CUST047075,2025-05-05,Insatisfação Rede
CHRN02073,CUST001925,2023-07-27,Concorrência
CHRN02074,CUST030628,2024-09-05,Mau Atendimento
CHRN02075,CUST001884,2023-04-08,Mau Atendimento
CHRN02076,CUST049105,2025-12-23,Mau Atendimento
CHRN02077,CUST025829,2024-03-25,Preço
CHRN02078,CUST028432,2025-09-27,Mau Atendimento
CHRN02079,CUST041483,2024-02-27,Concorrência
CHRN02080,CUST007946,2025-08-03,Mau Atendimento
CHRN02081,CUST024230,2024-01-10,Preço
CHRN02082,CUST013019,2025-04-19,Insatisfação Rede
CHRN02083,CUST030013,2024-05-13,Insatisfação Rede
CHRN02084,CUST048199,2023-11-16,Concorrência
CHRN02085,CUST042026,2025-05-25,Mau Atendimento
CHRN02086,CUST022820,2024-08-28,Concorrência
CHRN02087,CUST015294,2023-09-11,Concorrência
CHRN02088,CUST024628,2025-09-24,Preço
CHRN02089,CUST017062,2025-01-27,Concorrência
CHRN02090,CUST038248,2023-10-19,Insatisfação Rede
CHRN02091,CUST032541,2024-04-12,Mau Atendimento
CHRN02092,CUST006170,2024-07-13,Concorrência
CHRN02093,CUST039361,2025-11-26,Concorrência
CHRN02094,CUST031027,2025-08-17,Preço
CHRN02095,CUST041687,2025-08-25,Insatisfação Rede
CHRN02096,CUST008177,2024-12-09,Mau Atendimento
CHRN02097,CUST022493,2024-05-13,Insatisfação Rede
CHRN02098,CUST005253,2023-09-17,Preço
CHRN02099,CUST044482,2025-05-10,Preço
CHRN02100,CUST018707,2023-08-20,Preço
CHRN02101,CUST010203,2025-01-04,Concorrência
CHRN02102,CUST014298,2025-07-16,Concorrência
CHRN02103,CUST013060,2025-10-02,Insatisfação Rede
CHRN02104,CUST003168,2025-03-29,Insatisfação Rede
CHRN02105,CUST013087,2024-03-05,Concorrência
CHRN02106,CUST015893,2024-01-15,Preço
CHRN02107,CUST023630,2024-07-14,Mau Atendimento
CHRN02108,CUST002906,2024-12-04,Insatisfação Rede
CHRN02109,CUST012721,2025-05-21,Mau Atendimento
CHRN02110,CUST007631,2023-04-05,Mau Atendimento
CHRN02111,CUST044166,2025-02-24,Concorrência
CHRN02112,CUST002406,2023-08-24,Insatisfação Rede
CHRN02113,CUST008825,2025-08-11,Insatisfação Rede
CHRN02114,CUST018930,2023-07-14,Preço
CHRN02115,CUST016754,2023-11-15,Concorrência
CHRN02116,CUST005032,2025-11-06,Insatisfação Rede
CHRN02117,CUST047412,2025-03-03,Concorrência
CHRN02118,CUST014736,2024-11-19,Insatisfação Rede
CHRN02119,CUST009376,2025-01-01,Insatisfação Rede
CHRN02120,CUST040078,2025-02-02,Mau Atendimento
CHRN02121,CUST028416,2025-03-13,Mau Atendimento
CHRN02122,CUST007049,2023-09-30,Insatisfação Rede
CHRN02123,CUST018198,2025-05-19,Mau Atendimento
CHRN02124,CUST003779,2024-08-16,Preço
CHRN02125,CUST041581,2025-12-16,Insatisfação Rede
CHRN02126,CUST027282,2025-06-03,Concorrência
CHRN02127,CUST018398,2023-03-31,Insatisfação Rede
CHRN02128,CUST023362,2023-04-08,Concorrência
CHRN02129,CUST004956,2023-01-15,Preço
CHRN02130,CUST049243,2024-09-15,Concorrência
CHRN02131,CUST040876,2023-05-22,Concorrência
CHRN02132,CUST029812,2024-01-15,Insatisfação Rede
CHRN02133,CUST023399,2025-04-29,Concorrência
CHRN02134,CUST040362,2023-03-01,Insatisfação Rede
CHRN02135,CUST003139,2023-03-06,Concorrência
CHRN02136,CUST024387,2023-12-27,Insatisfação Rede
CHRN02137,CUST018908,2024-07-24,Concorrência
CHRN02138,CUST046074,2024-05-06,Mau Atendimento
CHRN02139,CUST040892,2025-05-27,Mau Atendimento
CHRN02140,CUST024664,2025-09-05,Preço
CHRN02141,CUST018697,2023-03-09,Concorrência
CHRN02142,CUST021674,2023-09-04,Preço
CHRN02143,CUST025659,2025-03-01,Concorrência
CHRN02144,CUST004834,2023-05-30,Insatisfação Rede
CHRN02145,CUST033635,2025-08-31,Concorrência
CHRN02146,CUST046489,2023-08-31,Preço
CHRN02147,CUST015865,2024-07-20,Concorrência
CHRN02148,CUST016136,2023-08-15,Mau Atendimento
CHRN02149,CUST025692,2023-08-14,Mau Atendimento
CHRN02150,CUST030795,2023-02-27,Mau Atendimento
CHRN02151,CUST000113,2023-05-23,Insatisfação Rede
CHRN02152,CUST008881,2025-06-14,Insatisfação Rede
CHRN02153,CUST011165,2024-12-11,Mau Atendimento
CHRN02154,CUST018153,2024-12-22,Preço
CHRN02155,CUST007627,2023-03-27,Mau Atendimento
CHRN02156,CUST004386,2024-12-01,Insatisfação Rede
CHRN02157,CUST010396,2024-04-25,Concorrência
CHRN02158,CUST019826,2025-03-29,Concorrência
CHRN02159,CUST003369,2025-04-12,Preço
CHRN02160,CUST041209,2025-08-20,Concorrência
CHRN02161,CUST001576,2024-05-11,Insatisfação Rede
CHRN02162,CUST046085,2024-01-24,Preço
CHRN02163,CUST004126,2023-02-06,Mau Atendimento
CHRN02164,CUST012777,2025-08-09,Mau Atendimento
CHRN02165,CUST029825,2025-02-19,Insatisfação Rede
CHRN02166,CUST041391,2023-10-10,Insatisfação Rede
CHRN02167,CUST001834,2024-06-02,Insatisfação Rede
CHRN02168,CUST033746,2024-11-22,Mau Atendimento
CHRN02169,CUST044427,2025-02-15,Concorrência
CHRN02170,CUST019184,2024-01-27,Insatisfação Rede
CHRN02171,CUST029017,2023-05-27,Mau Atendimento
CHRN02172,CUST032445,2024-01-15,Mau Atendimento
CHRN02173,CUST045084,2025-06-08,Insatisfação Rede
CHRN02174,CUST012611,2025-06-20,Insatisfação Rede
CHRN02175,CUST026318,2023-10-10,Insatisfação Rede
CHRN02176,CUST030880,2025-05-07,Insatisfação Rede
CHRN02177,CUST043902,2025-06-11,Mau Atendimento
CHRN02178,CUST008556,2024-07-20,Mau Atendimento
CHRN02179,CUST041458,2025-10-21,Mau Atendimento
CHRN02180,CUST044362,2025-06-02,Mau Atendimento
CHRN02181,CUST022027,2025-10-29,Concorrência
CHRN02182,CUST025722,2024-09-25,Preço
CHRN02183,CUST036149,2025-09-11,Mau Atendimento
CHRN02184,CUST023410,2023-05-02,Insatisfação Rede
CHRN02185,CUST038822,2024-10-29,Insatisfação Rede
CHRN02186,CUST043006,2024-12-09,Preço
CHRN02187,CUST043627,2023-12-22,Mau Atendimento
CHRN02188,CUST033295,2023-03-11,Insatisfação Rede
CHRN02189,CUST009133,2023-05-04,Mau Atendimento
CHRN02190,CUST012230,2025-05-10,Concorrência
CHRN02191,CUST047906,2024-09-08,Mau Atendimento
CHRN02192,CUST002835,2023-04-12,Concorrência
CHRN02193,CUST028194,2023-11-23,Preço
CHRN02194,CUST004993,2024-05-22,Mau Atendimento
CHRN02195,CUST016475,2025-02-16,Preço
CHRN02196,CUST019396,2025-12-14,Mau Atendimento
CHRN02197,CUST029827,2024-11-05,Mau Atendimento
CHRN02198,CUST043811,2023-10-03,Concorrência
CHRN02199,CUST003095,2023-03-09,Mau Atendimento
CHRN02200,CUST010537,2024-08-20,Preço
CHRN02201,CUST014071,2025-06-07,Insatisfação Rede
CHRN02202,CUST036937,2023-07-12,Preço
CHRN02203,CUST008306,2025-11-17,Insatisfação Rede
CHRN02204,CUST017094,2024-12-10,Mau Atendimento
CHRN02205,CUST006747,2024-09-21,Mau Atendimento
CHRN02206,CUST030638,2024-10-18,Mau Atendimento
CHRN02207,CUST018040,2025-03-03,Concorrência
CHRN02208,CUST008556,2024-02-13,Concorrência
CHRN02209,CUST021974,2024-06-05,Mau Atendimento
CHRN02210,CUST044954,2025-02-08,Preço
CHRN02211,CUST028670,2025-06-30,Concorrência
CHRN02212,CUST001277,2023-11-12,Preço
CHRN02213,CUST019115,2025-12-10,Insatisfação Rede
CHRN02214,CUST006465,2023-02-11,Concorrência
CHRN02215,CUST036858,2023-07-10,Mau Atendimento
CHRN02216,CUST034090,2025-10-14,Mau Atendimento
CHRN02217,CUST047942,2023-09-05,Preço
CHRN02218,CUST032889,2023-11-14,Insatisfação Rede
CHRN02219,CUST016208,2024-11-07,Insatisfação Rede
CHRN02220,CUST044357,2024-06-04,Mau Atendimento
CHRN02221,CUST043959,2023-03-23,Concorrência
CHRN02222,CUST032858,2023-08-11,Concorrência
CHRN02223,CUST026507,2023-07-15,Insatisfação Rede
CHRN02224,CUST002603,2025-07-06,Concorrência
CHRN02225,CUST017918,2024-09-26,Concorrência
CHRN02226,CUST027755,2025-05-10,Preço
CHRN02227,CUST037533,2023-08-18,Insatisfação Rede
CHRN02228,CUST021879,2023-02-12,Preço
CHRN02229,CUST017877,2025-04-18,Concorrência
CHRN02230,CUST026963,2023-03-06,Mau Atendimento
CHRN02231,CUST000274,2023-06-13,Preço
CHRN02232,CUST004724,2025-09-13,Preço
CHRN02233,CUST046035,2023-03-06,Insatisfação Rede
CHRN02234,CUST042394,2025-10-09,Preço
CHRN02235,CUST041988,2023-07-04,Insatisfação Rede
CHRN02236,CUST047085,2023-10-19,Concorrência
CHRN02237,CUST033411,2024-05-17,Concorrência
CHRN02238,CUST041304,2025-12-26,Concorrência
CHRN02239,CUST035855,2025-12-27,Preço
CHRN02240,CUST034666,2024-03-27,Preço
CHRN02241,CUST008459,2024-09-09,Mau Atendimento
CHRN02242,CUST029896,2023-08-30,Concorrência
CHRN02243,CUST015890,2024-05-11,Mau Atendimento
CHRN02244,CUST046093,2025-11-26,Mau Atendimento
CHRN02245,CUST042298,2023-11-25,Concorrência
CHRN02246,CUST009563,2024-05-14,Concorrência
CHRN02247,CUST034666,2025-07-19,Mau Atendimento
CHRN02248,CUST029545,2023-05-08,Mau Atendimento
CHRN02249,CUST025040,2025-08-23,Concorrência
CHRN02250,CUST042265,2023-12-16,Concorrência
CHRN02251,CUST021608,2025-05-19,Concorrência
CHRN02252,CUST006941,2025-02-25,Preço
CHRN02253,CUST044677,2024-04-26,Preço
CHRN02254,CUST028113,2025-07-21,Mau Atendimento
CHRN02255,CUST044161,2023-02-14,Concorrência
CHRN02256,CUST018059,2023-01-20,Mau Atendimento
CHRN02257,CUST049577,2025-01-03,Concorrência
CHRN02258,CUST027967,2025-06-26,Insatisfação Rede
CHRN02259,CUST049819,2023-08-19,Preço
CHRN02260,CUST048396,2023-05-03,Concorrência
CHRN02261,CUST014548,2024-11-19,Concorrência
CHRN02262,CUST040412,2025-03-20,Concorrência
CHRN02263,CUST023253,2023-01-27,Concorrência
CHRN02264,CUST035507,2025-12-22,Mau Atendimento
CHRN02265,CUST035369,2024-03-21,Concorrência
CHRN02266,CUST026546,2024-08-21,Preço
CHRN02267,CUST012550,2024-02-03,Insatisfação Rede
CHRN02268,CUST021540,2025-06-09,Mau Atendimento
CHRN02269,CUST011302,2023-04-15,Mau Atendimento
CHRN02270,CUST033613,2024-03-09,Preço
CHRN02271,CUST032168,2023-11-29,Preço
CHRN02272,CUST038329,2023-05-09,Concorrência
CHRN02273,CUST041650,2024-07-12,Concorrência
CHRN02274,CUST035466,2025-04-28,Mau Atendimento
CHRN02275,CUST009109,2024-02-23,Insatisfação Rede
CHRN02276,CUST005652,2023-02-02,Mau Atendimento
CHRN02277,CUST002392,2023-06-23,Insatisfação Rede
CHRN02278,CUST003553,2025-10-05,Insatisfação Rede
CHRN02279,CUST042298,2024-05-29,Insatisfação Rede
CHRN02280,CUST043977,2025-06-06,Concorrência
CHRN02281,CUST030729,2024-03-05,Insatisfação Rede
CHRN02282,CUST028944,2024-01-05,Concorrência
CHRN02283,CUST021311,2023-04-10,Preço
CHRN02284,CUST008105,2024-08-12,Mau Atendimento
CHRN02285,CUST030198,2024-05-12,Mau Atendimento
CHRN02286,CUST034652,2023-07-11,Preço
CHRN02287,CUST046054,2023-02-07,Mau Atendimento
CHRN02288,CUST031619,2025-04-24,Preço
CHRN02289,CUST033004,2025-01-04,Concorrência
CHRN02290,CUST028636,2023-08-22,Mau Atendimento
CHRN02291,CUST046009,2024-03-27,Insatisfação Rede
CHRN02292,CUST049793,2024-07-15,Insatisfação Rede
CHRN02293,CUST005202,2025-03-19,Mau Atendimento
CHRN02294,CUST020475,2025-03-17,Mau Atendimento
CHRN02295,CUST017097,2024-10-25,Mau Atendimento
CHRN02296,CUST032103,2024-12-06,Concorrência
CHRN02297,CUST032000,2024-04-09,Insatisfação Rede
CHRN02298,CUST010369,2024-08-06,Concorrência
CHRN02299,CUST001276,2023-12-13,Preço
CHRN02300,CUST004053,2025-07-16,Mau Atendimento
CHRN02301,CUST004703,2023-01-10,Preço
CHRN02302,CUST031470,2025-01-12,Concorrência
CHRN02303,CUST046903,2023-05-10,Concorrência
CHRN02304,CUST014056,2025-11-21,Insatisfação Rede
CHRN02305,CUST030586,2025-06-14,Concorrência
CHRN02306,CUST041769,2024-11-23,Mau Atendimento
CHRN02307,CUST009257,2025-10-15,Mau Atendimento
CHRN02308,CUST024724,2025-09-04,Preço
CHRN02309,CUST014573,2024-10-13,Concorrência
CHRN02310,CUST024303,2024-07-25,Mau Atendimento
CHRN02311,CUST029786,2023-06-18,Preço
CHRN02312,CUST021672,2023-01-29,Preço
CHRN02313,CUST033834,2024-02-24,Mau Atendimento
CHRN02314,CUST029954,2024-11-09,Preço
CHRN02315,CUST012417,2025-04-09,Mau Atendimento
CHRN02316,CUST002590,2025-02-25,Mau Atendimento
CHRN02317,CUST046572,2025-12-12,Preço
CHRN02318,CUST028795,2025-03-06,Preço
CHRN02319,CUST001120,2025-06-17,Insatisfação Rede
CHRN02320,CUST028282,2024-02-22,Mau Atendimento
CHRN02321,CUST028287,2024-07-30,Concorrência
CHRN02322,CUST040560,2024-11-13,Preço
CHRN02323,CUST026838,2025-01-17,Preço
CHRN02324,CUST003985,2024-05-02,Mau Atendimento
CHRN02325,CUST018567,2024-09-20,Preço
CHRN02326,CUST012635,2023-11-27,Insatisfação Rede
CHRN02327,CUST008299,2024-11-27,Mau Atendimento
CHRN02328,CUST049098,2024-09-16,Concorrência
CHRN02329,CUST032833,2024-04-09,Mau Atendimento
CHRN02330,CUST025075,2023-01-26,Preço
CHRN02331,CUST038376,2023-11-27,Concorrência
CHRN02332,CUST026733,2023-01-06,Mau Atendimento
CHRN02333,CUST024777,2023-10-03,Preço
CHRN02334,CUST022565,2025-04-01,Mau Atendimento
CHRN02335,CUST029644,2023-03-20,Mau Atendimento
CHRN02336,CUST004068,2025-05-10,Concorrência
CHRN02337,CUST036995,2024-04-06,Mau Atendimento
CHRN02338,CUST020125,2024-04-02,Insatisfação Rede
CHRN02339,CUST017365,2024-07-21,Concorrência
CHRN02340,CUST005666,2024-11-17,Concorrência
CHRN02341,CUST049557,2024-11-24,Concorrência
CHRN02342,CUST043980,2023-02-04,Insatisfação Rede
CHRN02343,CUST003040,2023-05-04,Insatisfação Rede
CHRN02344,CUST015710,2025-01-30,Concorrência
CHRN02345,CUST039093,2025-04-19,Preço
CHRN02346,CUST038129,2025-04-19,Concorrência
CHRN02347,CUST012348,2025-11-24,Mau Atendimento
CHRN02348,CUST048116,2023-02-21,Insatisfação Rede
CHRN02349,CUST048640,2025-10-29,Insatisfação Rede
CHRN02350,CUST029845,2024-04-18,Concorrência
CHRN02351,CUST032565,2024-03-06,Preço
CHRN02352,CUST048741,2023-07-30,Insatisfação Rede
CHRN02353,CUST040008,2023-09-25,Mau Atendimento
CHRN02354,CUST018598,2024-05-18,Insatisfação Rede
CHRN02355,CUST007363,2024-12-01,Concorrência
CHRN02356,CUST028549,2024-07-09,Insatisfação Rede
CHRN02357,CUST043201,2024-02-20,Preço
CHRN02358,CUST011854,2025-03-17,Preço
CHRN02359,CUST045535,2023-09-10,Preço
CHRN02360,CUST001971,2023-12-27,Insatisfação Rede
CHRN02361,CUST004122,2025-05-11,Preço
CHRN02362,CUST012528,2024-04-01,Preço
CHRN02363,CUST016889,2024-12-09,Concorrência
CHRN02364,CUST012412,2024-02-11,Concorrência
CHRN02365,CUST037984,2025-12-26,Insatisfação Rede
CHRN02366,CUST037100,2025-05-20,Insatisfação Rede
CHRN02367,CUST008481,2025-04-22,Preço
CHRN02368,CUST026895,2023-02-21,Concorrência
CHRN02369,CUST040815,2024-01-07,Concorrência
CHRN02370,CUST012346,2025-03-04,Mau Atendimento
CHRN02371,CUST038726,2023-10-23,Mau Atendimento
CHRN02372,CUST007135,2023-04-16,Insatisfação Rede
CHRN02373,CUST044450,2024-11-19,Insatisfação Rede
CHRN02374,CUST041434,2024-03-01,Concorrência
CHRN02375,CUST003495,2024-02-22,Insatisfação Rede
CHRN02376,CUST012230,2024-06-23,Concorrência
CHRN02377,CUST031762,2023-08-18,Concorrência
CHRN02378,CUST006307,2023-05-27,Mau Atendimento
CHRN02379,CUST037687,2023-11-27,Concorrência
CHRN02380,CUST046168,2024-10-01,Mau Atendimento
CHRN02381,CUST005926,2025-02-04,Insatisfação Rede
CHRN02382,CUST031881,2024-04-09,Concorrência
CHRN02383,CUST001117,2025-07-14,Preço
CHRN02384,CUST009535,2025-01-07,Insatisfação Rede
CHRN02385,CUST010422,2025-09-23,Mau Atendimento
CHRN02386,CUST033004,2023-09-23,Concorrência
CHRN02387,CUST049492,2024-01-19,Insatisfação Rede
CHRN02388,CUST016360,2023-12-24,Preço
CHRN02389,CUST010935,2025-10-12,Mau Atendimento
CHRN02390,CUST036714,2024-08-01,Concorrência
CHRN02391,CUST001341,2023-01-01,Concorrência
CHRN02392,CUST031157,2024-10-20,Insatisfação Rede
CHRN02393,CUST027288,2024-07-21,Concorrência
CHRN02394,CUST037813,2023-09-04,Preço
CHRN02395,CUST038124,2023-08-01,Mau Atendimento
CHRN02396,CUST026174,2025-09-24,Preço
CHRN02397,CUST031652,2024-05-26,Mau Atendimento
CHRN02398,CUST021960,2023-09-11,Concorrência
CHRN02399,CUST030144,2025-09-13,Insatisfação Rede
CHRN02400,CUST006042,2025-12-25,Insatisfação Rede
CHRN02401,CUST017616,2025-03-02,Mau Atendimento
CHRN02402,CUST039077,2023-05-14,Insatisfação Rede
CHRN02403,CUST020883,2024-06-26,Insatisfação Rede
CHRN02404,CUST012472,2024-09-28,Preço
CHRN02405,CUST025075,2025-10-04,Preço
CHRN02406,CUST002837,2025-12-21,Concorrência
CHRN02407,CUST007682,2023-10-11,Preço
CHRN02408,CUST039427,2025-03-02,Mau Atendimento
CHRN02409,CUST031529,2023-04-13,Mau Atendimento
CHRN02410,CUST047302,2025-06-04,Mau Atendimento
CHRN02411,CUST022565,2025-02-04,Mau Atendimento
CHRN02412,CUST004572,2023-01-03,Mau Atendimento
CHRN02413,CUST004482,2024-02-17,Insatisfação Rede
CHRN02414,CUST049840,2025-04-02,Insatisfação Rede
CHRN02415,CUST034626,2024-05-21,Insatisfação Rede
CHRN02416,CUST002088,2024-08-26,Insatisfação Rede
CHRN02417,CUST040512,2023-04-04,Preço
CHRN02418,CUST032274,2023-10-29,Insatisfação Rede
CHRN02419,CUST047258,2023-09-08,Concorrência
CHRN02420,CUST030540,2025-07-03,Insatisfação Rede
CHRN02421,CUST012853,2025-05-04,Insatisfação Rede
CHRN02422,CUST033191,2025-08-01,Insatisfação Rede
CHRN02423,CUST026827,2023-07-07,Preço
CHRN02424,CUST046074,2023-05-24,Insatisfação Rede
CHRN02425,CUST017001,2024-02-05,Insatisfação Rede
CHRN02426,CUST027481,2023-09-29,Insatisfação Rede
CHRN02427,CUST016094,2024-11-10,Preço
CHRN02428,CUST023850,2024-08-12,Preço
CHRN02429,CUST035983,2023-05-18,Preço
CHRN02430,CUST019477,2025-10-10,Concorrência
CHRN02431,CUST040104,2023-05-03,Mau Atendimento
CHRN02432,CUST013916,2023-01-13,Mau Atendimento
CHRN02433,CUST008085,2024-02-25,Mau Atendimento
CHRN02434,CUST027455,2023-09-12,Preço
CHRN02435,CUST040916,2025-09-18,Mau Atendimento
CHRN02436,CUST020071,2025-01-07,Concorrência
CHRN02437,CUST030468,2023-09-12,Insatisfação Rede
CHRN02438,CUST001232,2024-07-14,Mau Atendimento
CHRN02439,CUST017884,2025-03-13,Insatisfação Rede
CHRN02440,CUST030118,2023-10-24,Preço
CHRN02441,CUST008821,2024-01-06,Preço
CHRN02442,CUST048026,2024-02-03,Preço
CHRN02443,CUST015713,2025-04-20,Preço
CHRN02444,CUST032729,2024-01-27,Preço
CHRN02445,CUST049601,2024-03-13,Preço
CHRN02446,CUST019158,2024-03-11,Concorrência
CHRN02447,CUST030439,2023-09-29,Mau Atendimento
CHRN02448,CUST009905,2024-09-26,Mau Atendimento
CHRN02449,CUST024650,2025-07-11,Concorrência
CHRN02450,CUST024273,2025-01-19,Insatisfação Rede
CHRN02451,CUST039461,2023-08-11,Concorrência
CHRN02452,CUST021070,2023-10-19,Insatisfação Rede
CHRN02453,CUST044174,2023-09-29,Preço
CHRN02454,CUST020731,2024-03-07,Insatisfação Rede
CHRN02455,CUST048778,2023-05-22,Insatisfação Rede
CHRN02456,CUST044395,2024-07-07,Preço
CHRN02457,CUST015943,2023-07-19,Insatisfação Rede
CHRN02458,CUST024945,2024-10-26,Concorrência
CHRN02459,CUST022660,2024-05-23,Mau Atendimento
CHRN02460,CUST025123,2025-10-06,Concorrência
CHRN02461,CUST020955,2024-07-18,Preço
CHRN02462,CUST026769,2023-06-04,Preço
CHRN02463,CUST024742,2023-10-16,Mau Atendimento
CHRN02464,CUST002711,2023-04-21,Concorrência
CHRN02465,CUST032476,2024-12-03,Concorrência
CHRN02466,CUST042864,2025-12-05,Concorrência
CHRN02467,CUST019893,2024-12-22,Preço
CHRN02468,CUST045383,2023-04-08,Concorrência
CHRN02469,CUST005374,2024-07-07,Preço
CHRN02470,CUST019107,2025-04-26,Mau Atendimento
CHRN02471,CUST026812,2023-04-16,Insatisfação Rede
CHRN02472,CUST002655,2024-11-16,Concorrência
CHRN02473,CUST020678,2023-09-16,Insatisfação Rede
CHRN02474,CUST014231,2023-06-23,Concorrência
CHRN02475,CUST043490,2023-08-28,Mau Atendimento
CHRN02476,CUST028265,2024-08-17,Mau Atendimento
CHRN02477,CUST039696,2025-09-14,Concorrência
CHRN02478,CUST000787,2023-09-23,Preço
CHRN02479,CUST010674,2025-07-21,Mau Atendimento
CHRN02480,CUST002447,2023-04-01,Concorrência
CHRN02481,CUST007110,2023-02-27,Concorrência
CHRN02482,CUST007035,2025-08-18,Insatisfação Rede
CHRN02483,CUST000529,2025-07-05,Mau Atendimento
CHRN02484,CUST008716,2025-02-26,Insatisfação Rede
CHRN02485,CUST014470,2024-03-07,Mau Atendimento
CHRN02486,CUST031996,2025-08-24,Insatisfação Rede
CHRN02487,CUST044680,2024-08-31,Insatisfação Rede
CHRN02488,CUST049105,2023-12-06,Preço
CHRN02489,CUST024129,2025-08-04,Mau Atendimento
CHRN02490,CUST024371,2025-02-03,Preço
CHRN02491,CUST016470,2024-04-07,Concorrência
CHRN02492,CUST043243,2024-06-09,Concorrência
CHRN02493,CUST035017,2023-08-25,Insatisfação Rede
CHRN02494,CUST027994,2025-02-24,Concorrência
CHRN02495,CUST007470,2024-05-11,Preço
CHRN02496,CUST034413,2025-07-21,Concorrência
CHRN02497,CUST006408,2023-05-10,Mau Atendimento
CHRN02498,CUST040400,2023-04-22,Insatisfação Rede
CHRN02499,CUST001619,2023-03-09,Insatisfação Rede
CHRN02500,CUST026972,2024-11-04,Insatisfação Rede
CHRN02501,CUST013750,2025-03-30,Mau Atendimento
CHRN02502,CUST020408,2023-05-01,Concorrência
CHRN02503,CUST023099,2024-08-30,Concorrência
CHRN02504,CUST024784,2024-04-02,Mau Atendimento
CHRN02505,CUST014242,2024-01-10,Preço
CHRN02506,CUST030522,2023-04-30,Concorrência
CHRN02507,CUST035472,2024-06-08,Preço
CHRN02508,CUST045553,2025-09-04,Mau Atendimento
CHRN02509,CUST020807,2025-04-08,Concorrência
CHRN02510,CUST003631,2025-08-23,Mau Atendimento
CHRN02511,CUST021216,2025-01-28,Concorrência
CHRN02512,CUST031957,2023-03-18,Preço
CHRN02513,CUST018716,2024-04-15,Preço
CHRN02514,CUST037863,2024-02-08,Preço
CHRN02515,CUST036167,2024-12-19,Concorrência
CHRN02516,CUST035132,2024-08-07,Mau Atendimento
CHRN02517,CUST020854,2025-12-29,Preço
CHRN02518,CUST035159,2025-09-14,Mau Atendimento
CHRN02519,CUST021064,2023-03-31,Concorrência
CHRN02520,CUST046710,2024-06-18,Concorrência
CHRN02521,CUST048399,2024-04-20,Insatisfação Rede
CHRN02522,CUST011972,2023-07-05,Preço
CHRN02523,CUST008356,2025-10-12,Preço
CHRN02524,CUST042636,2023-03-14,Insatisfação Rede
CHRN02525,CUST044393,2023-08-04,Insatisfação Rede
CHRN02526,CUST041560,2024-05-13,Preço
CHRN02527,CUST017902,2024-06-28,Mau Atendimento
CHRN02528,CUST040344,2024-11-11,Mau Atendimento
CHRN02529,CUST046009,2023-04-12,Mau Atendimento
CHRN02530,CUST042175,2025-06-15,Preço
CHRN02531,CUST011166,2024-04-25,Concorrência
CHRN02532,CUST036472,2024-03-26,Insatisfação Rede
CHRN02533,CUST037827,2024-03-01,Mau Atendimento
CHRN02534,CUST019948,2025-10-09,Concorrência
CHRN02535,CUST002711,2024-09-06,Mau Atendimento
CHRN02536,CUST020860,2024-09-08,Mau Atendimento
CHRN02537,CUST016138,2025-08-04,Insatisfação Rede
CHRN02538,CUST022664,2024-06-09,Insatisfação Rede
CHRN02539,CUST005423,2025-05-16,Mau Atendimento
CHRN02540,CUST022128,2025-12-20,Insatisfação Rede
CHRN02541,CUST012915,2023-11-10,Insatisfação Rede
CHRN02542,CUST003915,2024-05-25,Preço
CHRN02543,CUST002661,2023-10-11,Concorrência
CHRN02544,CUST002488,2023-11-03,Preço
CHRN02545,CUST037620,2025-04-04,Mau Atendimento
CHRN02546,CUST005167,2023-12-24,Insatisfação Rede
CHRN02547,CUST018835,2024-08-01,Preço
CHRN02548,CUST039704,2023-02-13,Mau Atendimento
CHRN02549,CUST010944,2023-11-10,Preço
CHRN02550,CUST049633,2025-10-14,Insatisfação Rede
CHRN02551,CUST009012,2025-04-04,Mau Atendimento
CHRN02552,CUST035596,2025-01-29,Concorrência
CHRN02553,CUST036158,2023-10-15,Insatisfação Rede
CHRN02554,CUST043814,2025-03-02,Mau Atendimento
CHRN02555,CUST026568,2023-01-29,Concorrência
CHRN02556,CUST009688,2025-01-18,Mau Atendimento
