CustomerID,TicketID,Date,FCR,NPS_Score,Categoria
CUST040776,TKT0106293,2025-08-11,1,10,Promotor
CUST045338,TKT0149463,2025-07-08,0,0,Detrator
CUST033253,TKT0146673,2025-11-15,1,8,Neutro
CUST029390,TKT0136867,2025-04-30,1,10,Promotor
CUST015411,TKT0013313,2023-01-28,1,9,Promotor
CUST023719,TKT0079838,2024-11-05,1,8,Neutro
CUST009567,TKT0108370,2023-10-05,0,4,Detrator
CUST046748,TKT0101443,2025-06-11,1,8,Neutro
CUST018884,TKT0112407,2022-01-29,1,8,Neutro
CUST002652,TKT0019437,2023-08-18,1,10,Promotor
CUST028821,TKT0128430,2022-02-15,0,2,Detrator
CUST030768,TKT0131751,2025-03-22,1,8,Neutro
CUST034613,TKT0029385,2022-10-12,1,8,Neutro
CUST028065,TKT0010323,2024-03-25,1,10,Promotor
CUST044936,TKT0129543,2022-09-11,1,8,Neutro
CUST045924,TKT0105975,2025-03-12,1,8,Neutro
CUST005827,TKT0039944,2022-11-06,1,9,Promotor
CUST000298,TKT0145383,2025-09-06,0,2,Detrator
CUST047267,TKT0041071,2024-08-19,1,8,Neutro
CUST013929,TKT0058882,2022-06-01,1,8,Neutro
CUST025654,TKT0018689,2025-09-28,0,2,Detrator
CUST031770,TKT0022360,2024-06-01,1,10,Promotor
CUST006786,TKT0023849,2024-07-07,1,10,Promotor
CUST000912,TKT0026359,2024-08-03,1,10,Promotor
CUST005225,TKT0011853,2022-11-19,1,10,Promotor
CUST009856,TKT0047117,2024-06-20,0,6,Detrator
CUST005759,TKT0033062,2024-02-11,1,10,Promotor
CUST028601,TKT0078612,2024-11-18,1,10,Promotor
CUST031734,TKT0024094,2025-10-14,1,8,Neutro
CUST009971,TKT0043132,2024-08-02,0,4,Detrator
CUST002037,TKT0143164,2023-10-10,1,9,Promotor
CUST036261,TKT0135208,2022-06-18,1,9,Promotor
CUST023686,TKT0146244,2024-05-02,0,2,Detrator
CUST020007,TKT0082514,2022-04-19,1,8,Neutro
CUST039846,TKT0043573,2024-05-19,1,10,Promotor
CUST025015,TKT0079134,2025-02-06,1,9,Promotor
CUST010850,TKT0081744,2022-12-25,1,8,Neutro
CUST041162,TKT0113588,2023-02-15,1,9,Promotor
CUST041092,TKT0009841,2025-11-25,1,10,Promotor
CUST034107,TKT0124874,2022-09-05,1,9,Promotor
CUST003114,TKT0043414,2024-01-02,1,8,Neutro
CUST018152,TKT0039139,2024-09-20,0,6,Detrator
CUST002644,TKT0102161,2022-06-27,1,10,Promotor
CUST002456,TKT0080700,2023-12-21,1,9,Promotor
CUST035375,TKT0075615,2022-05-08,1,9,Promotor
CUST012995,TKT0066520,2024-06-13,1,9,Promotor
CUST006574,TKT0072328,2022-04-23,0,3,Detrator
CUST003234,TKT0147181,2023-05-29,1,10,Promotor
CUST022661,TKT0092998,2025-10-29,1,10,Promotor
CUST045915,TKT0104367,2024-06-02,1,10,Promotor
CUST023316,TKT0070194,2024-07-04,1,8,Neutro
CUST015828,TKT0035991,2022-06-25,1,10,Promotor
CUST000324,TKT0007725,2024-08-28,1,10,Promotor
CUST047551,TKT0090976,2022-12-13,0,5,Detrator
CUST038600,TKT0127561,2023-09-14,0,6,Detrator
CUST000449,TKT0078279,2022-01-30,1,10,Promotor
CUST006720,TKT0045385,2024-06-16,1,9,Promotor
CUST038029,TKT0007045,2023-09-26,0,0,Detrator
CUST002001,TKT0028623,2025-10-20,0,3,Detrator
CUST041801,TKT0132733,2023-10-01,1,8,Neutro
CUST017738,TKT0064951,2022-03-13,0,2,Detrator
CUST038079,TKT0018630,2022-04-01,1,10,Promotor
CUST025126,TKT0130588,2022-06-05,1,9,Promotor
CUST036398,TKT0108885,2023-03-04,1,8,Neutro
CUST035850,TKT0132059,2025-07-10,1,9,Promotor
CUST039761,TKT0077047,2023-02-09,1,8,Neutro
CUST008234,TKT0039653,2023-09-27,1,9,Promotor
CUST038655,TKT0091640,2025-06-21,1,8,Neutro
CUST012528,TKT0136666,2023-11-06,0,1,Detrator
CUST007037,TKT0003013,2023-09-20,0,0,Detrator
CUST023096,TKT0071436,2022-08-09,0,1,Detrator
CUST008030,TKT0062249,2025-11-25,0,4,Detrator
CUST047920,TKT0130149,2024-06-09,0,6,Detrator
CUST031784,TKT0069257,2022-07-29,1,8,Neutro
CUST028093,TKT0071970,2024-07-12,1,10,Promotor
CUST018807,TKT0014463,2022-03-12,1,10,Promotor
CUST004598,TKT0049553,2025-02-05,1,8,Neutro
CUST043755,TKT0096354,2025-11-07,1,9,Promotor
CUST003510,TKT0070533,2024-02-22,1,9,Promotor
CUST039646,TKT0024805,2024-09-16,1,8,Neutro
CUST006586,TKT0074127,2024-11-21,1,9,Promotor
CUST032657,TKT0031251,2023-01-30,0,0,Detrator
CUST015066,TKT0055930,2025-04-21,0,3,Detrator
CUST037703,TKT0087659,2022-08-08,1,9,Promotor
CUST026280,TKT0097835,2025-11-09,1,9,Promotor
CUST029445,TKT0138291,2024-01-20,1,9,Promotor
CUST049540,TKT0072458,2025-10-19,1,8,Neutro
CUST000151,TKT0064321,2022-08-26,1,8,Neutro
CUST034559,TKT0135278,2025-04-14,1,9,Promotor
CUST009422,TKT0048888,2024-04-05,1,10,Promotor
CUST003379,TKT0118299,2025-03-20,1,8,Neutro
CUST016906,TKT0108371,2023-10-06,1,8,Neutro
CUST003532,TKT0137577,2022-07-03,1,10,Promotor
CUST037574,TKT0056665,2024-08-26,1,9,Promotor
CUST040495,TKT0126719,2025-11-30,1,9,Promotor
CUST034770,TKT0094264,2022-05-06,0,6,Detrator
CUST000193,TKT0041573,2024-11-27,1,10,Promotor
CUST030071,TKT0008302,2023-10-27,1,10,Promotor
CUST026776,TKT0124330,2025-06-29,1,9,Promotor
CUST038163,TKT0042247,2023-03-08,1,9,Promotor
CUST027251,TKT0010226,2024-07-29,0,6,Detrator
CUST047727,TKT0041848,2025-12-06,1,8,Neutro
CUST028785,TKT0087643,2022-08-23,1,10,Promotor
CUST029974,TKT0080819,2023-07-23,0,0,Detrator
CUST048120,TKT0017693,2025-05-17,0,0,Detrator
CUST012158,TKT0048847,2022-08-02,1,10,Promotor
CUST037732,TKT0000241,2023-04-04,1,10,Promotor
CUST001568,TKT0129997,2023-11-21,1,8,Neutro
CUST045731,TKT0085636,2022-08-18,1,9,Promotor
CUST027711,TKT0103989,2024-10-04,1,8,Neutro
CUST012050,TKT0124495,2024-02-20,0,2,Detrator
CUST031851,TKT0008747,2023-12-04,1,8,Neutro
CUST009865,TKT0018853,2022-09-12,1,9,Promotor
CUST028125,TKT0019370,2022-06-04,1,8,Neutro
CUST047348,TKT0146642,2022-06-17,0,6,Detrator
CUST026712,TKT0016894,2022-09-08,1,10,Promotor
CUST011946,TKT0092229,2024-03-14,1,10,Promotor
CUST032449,TKT0130629,2022-12-11,1,9,Promotor
CUST007708,TKT0048088,2023-10-30,1,8,Neutro
CUST018660,TKT0116210,2022-07-16,1,10,Promotor
CUST025163,TKT0073327,2024-06-12,1,10,Promotor
CUST004123,TKT0000377,2025-05-28,1,9,Promotor
CUST026799,TKT0119134,2025-11-04,1,10,Promotor
CUST045571,TKT0095209,2022-07-16,1,8,Neutro
CUST020822,TKT0072452,2023-11-01,0,4,Detrator
CUST041179,TKT0048969,2023-03-01,0,2,Detrator
CUST007114,TKT0035888,2022-06-03,1,8,Neutro
CUST041930,TKT0068213,2023-09-28,1,10,Promotor
CUST036019,TKT0048451,2024-07-06,1,10,Promotor
CUST021762,TKT0060652,2022-12-12,1,8,Neutro
CUST035688,TKT0022536,2023-07-12,1,9,Promotor
CUST028996,TKT0093328,2025-04-11,1,10,Promotor
CUST006868,TKT0125730,2024-05-10,1,10,Promotor
CUST035698,TKT0122021,2024-03-23,0,6,Detrator
CUST038774,TKT0090080,2022-06-22,1,9,Promotor
CUST041745,TKT0124000,2024-08-17,1,8,Neutro
CUST035080,TKT0057287,2024-08-10,1,10,Promotor
CUST026739,TKT0089341,2024-07-28,1,8,Neutro
CUST000181,TKT0127874,2025-06-29,0,6,Detrator
CUST041593,TKT0139177,2022-10-23,0,6,Detrator
CUST039273,TKT0002865,2023-08-04,0,2,Detrator
CUST015287,TKT0000784,2022-02-07,1,10,Promotor
CUST042015,TKT0135737,2023-02-05,1,9,Promotor
CUST031043,TKT0007508,2024-01-25,1,8,Neutro
CUST039791,TKT0052025,2024-04-06,1,8,Neutro
CUST008832,TKT0101374,2022-09-12,1,8,Neutro
CUST020844,TKT0089753,2024-08-10,1,8,Neutro
CUST041355,TKT0140337,2023-04-21,1,10,Promotor
CUST022802,TKT0141344,2024-05-07,1,10,Promotor
CUST044588,TKT0137638,2023-12-16,1,8,Neutro
CUST026793,TKT0018486,2024-04-05,1,9,Promotor
CUST009136,TKT0106605,2022-08-02,1,10,Promotor
CUST032052,TKT0069967,2024-08-04,1,8,Neutro
CUST017480,TKT0138227,2023-03-22,1,9,Promotor
CUST025253,TKT0127150,2025-09-20,0,4,Detrator
CUST038094,TKT0109804,2022-05-04,1,8,Neutro
CUST017267,TKT0108748,2022-11-23,0,2,Detrator
CUST025824,TKT0008941,2023-11-10,1,8,Neutro
CUST040869,TKT0013686,2022-01-07,0,1,Detrator
CUST023411,TKT0032241,2023-03-13,1,8,Neutro
CUST040220,TKT0032945,2023-02-23,1,10,Promotor
CUST022634,TKT0061007,2024-06-03,1,9,Promotor
CUST005839,TKT0144467,2024-06-08,1,9,Promotor
CUST028626,TKT0063436,2024-03-02,1,10,Promotor
CUST040374,TKT0029337,2023-11-09,1,10,Promotor
CUST028730,TKT0097492,2024-07-20,0,6,Detrator
CUST028708,TKT0113770,2024-12-20,1,10,Promotor
CUST031479,TKT0142180,2024-02-01,1,9,Promotor
CUST010451,TKT0024080,2022-01-06,0,4,Detrator
CUST034980,TKT0066289,2023-10-11,1,8,Neutro
CUST024509,TKT0108079,2025-11-27,1,8,Neutro
CUST044644,TKT0019888,2022-09-08,1,10,Promotor
CUST007960,TKT0038823,2025-11-01,1,10,Promotor
CUST017871,TKT0047326,2025-05-15,1,10,Promotor
CUST003694,TKT0149958,2025-04-23,1,8,Neutro
CUST019940,TKT0013964,2022-11-05,0,5,Detrator
CUST024167,TKT0025293,2023-03-31,1,10,Promotor
CUST028934,TKT0018220,2023-03-16,1,10,Promotor
CUST017583,TKT0095419,2024-06-11,1,10,Promotor
CUST004722,TKT0025958,2025-08-05,1,9,Promotor
CUST005439,TKT0040911,2024-06-19,1,10,Promotor
CUST024799,TKT0125677,2022-03-25,0,6,Detrator
CUST048664,TKT0096021,2024-10-27,1,10,Promotor
CUST026759,TKT0095567,2023-07-28,1,9,Promotor
CUST046078,TKT0126043,2022-04-18,1,9,Promotor
CUST010438,TKT0031173,2023-03-21,1,10,Promotor
CUST018193,TKT0010561,2022-07-08,1,10,Promotor
CUST027623,TKT0057437,2022-07-10,1,8,Neutro
CUST015456,TKT0112264,2025-01-12,0,2,Detrator
CUST003267,TKT0119889,2022-01-09,0,1,Detrator
CUST036570,TKT0026118,2023-06-12,1,10,Promotor
CUST016138,TKT0114240,2023-03-11,0,0,Detrator
CUST010672,TKT0104853,2022-12-18,1,8,Neutro
CUST017201,TKT0101225,2022-07-02,1,8,Neutro
CUST003683,TKT0117214,2024-03-05,0,3,Detrator
CUST011848,TKT0140356,2025-05-22,1,8,Neutro
CUST019869,TKT0042024,2023-05-26,1,10,Promotor
CUST048928,TKT0004202,2024-09-20,1,9,Promotor
CUST001418,TKT0059890,2024-02-16,0,2,Detrator
CUST017627,TKT0061225,2025-01-05,1,10,Promotor
CUST023284,TKT0033450,2022-03-08,1,10,Promotor
CUST045262,TKT0139152,2022-12-16,1,10,Promotor
CUST006864,TKT0027083,2024-04-20,1,9,Promotor
CUST041427,TKT0018357,2024-04-29,1,10,Promotor
CUST005024,TKT0130122,2022-05-20,1,9,Promotor
CUST002083,TKT0036132,2024-09-29,0,5,Detrator
CUST016548,TKT0100482,2024-05-08,1,10,Promotor
CUST045215,TKT0064918,2025-10-02,1,9,Promotor
CUST029421,TKT0008448,2024-09-26,1,10,Promotor
CUST024139,TKT0058337,2022-02-18,1,8,Neutro
CUST013246,TKT0046959,2022-12-04,1,8,Neutro
CUST012807,TKT0093513,2024-04-07,1,10,Promotor
CUST037329,TKT0046757,2025-11-07,1,8,Neutro
CUST028872,TKT0050396,2025-03-25,1,9,Promotor
CUST047843,TKT0067363,2022-04-08,1,8,Neutro
CUST015401,TKT0112887,2025-04-15,1,10,Promotor
CUST048628,TKT0030018,2022-07-14,1,8,Neutro
CUST011373,TKT0128700,2025-03-14,1,8,Neutro
CUST012716,TKT0084795,2022-12-09,1,9,Promotor
CUST048422,TKT0054147,2022-07-28,1,8,Neutro
CUST046582,TKT0123862,2022-08-23,1,9,Promotor
CUST039640,TKT0099684,2025-01-09,1,10,Promotor
CUST017904,TKT0126905,2025-12-03,1,9,Promotor
CUST041597,TKT0095797,2025-10-30,1,9,Promotor
CUST003095,TKT0144705,2025-01-14,0,3,Detrator
CUST049437,TKT0086795,2024-08-18,0,6,Detrator
CUST039707,TKT0041674,2025-10-13,0,3,Detrator
CUST018803,TKT0046838,2022-07-01,1,9,Promotor
CUST045501,TKT0009483,2022-11-24,1,9,Promotor
CUST015536,TKT0122705,2023-04-01,0,3,Detrator
CUST028747,TKT0113781,2022-05-23,0,4,Detrator
CUST049424,TKT0003103,2022-07-27,1,8,Neutro
CUST046478,TKT0093260,2022-12-10,1,9,Promotor
CUST022556,TKT0079128,2023-02-23,1,9,Promotor
CUST017586,TKT0104671,2024-12-20,0,3,Detrator
CUST046283,TKT0128995,2023-01-18,1,9,Promotor
CUST047146,TKT0070124,2022-05-04,1,9,Promotor
CUST003410,TKT0052095,2023-05-07,0,3,Detrator
CUST031843,TKT0071838,2023-02-16,1,9,Promotor
CUST043601,TKT0032744,2023-01-31,0,3,Detrator
CUST015877,TKT0087240,2022-11-04,1,8,Neutro
CUST013422,TKT0057444,2023-07-17,0,2,Detrator
CUST009896,TKT0012452,2022-04-23,0,4,Detrator
CUST022229,TKT0149305,2023-04-23,1,8,Neutro
CUST042348,TKT0147134,2024-05-09,0,0,Detrator
CUST038711,TKT0037798,2024-04-21,1,10,Promotor
CUST004926,TKT0041332,2024-05-29,1,8,Neutro
CUST033170,TKT0043027,2025-10-30,0,6,Detrator
CUST049252,TKT0087135,2023-01-25,1,9,Promotor
CUST045219,TKT0091248,2025-03-23,1,9,Promotor
CUST034754,TKT0094127,2024-10-01,1,10,Promotor
CUST035249,TKT0101694,2025-07-27,1,10,Promotor
CUST007641,TKT0035544,2024-01-20,1,8,Neutro
CUST008316,TKT0018785,2023-11-17,0,6,Detrator
CUST014975,TKT0103297,2025-09-25,1,8,Neutro
CUST049728,TKT0007986,2024-05-16,1,9,Promotor
CUST008903,TKT0116632,2025-02-12,1,9,Promotor
CUST004440,TKT0100145,2023-10-06,0,1,Detrator
CUST049821,TKT0085727,2025-07-06,1,9,Promotor
CUST036921,TKT0072970,2023-05-08,1,9,Promotor
CUST044295,TKT0076615,2022-05-14,0,2,Detrator
CUST002199,TKT0034549,2024-09-08,1,9,Promotor
CUST049344,TKT0101883,2023-10-03,1,8,Neutro
CUST004956,TKT0005740,2023-05-20,0,3,Detrator
CUST031314,TKT0065499,2024-06-21,1,8,Neutro
CUST033504,TKT0143553,2022-01-06,0,5,Detrator
CUST032864,TKT0009635,2022-09-09,1,8,Neutro
CUST013170,TKT0070611,2024-11-17,0,3,Detrator
CUST006960,TKT0030804,2023-05-20,1,9,Promotor
CUST013901,TKT0133678,2023-08-19,1,10,Promotor
CUST043679,TKT0111187,2024-10-07,1,10,Promotor
CUST008615,TKT0012127,2023-10-11,0,4,Detrator
CUST031331,TKT0068963,2022-01-22,1,10,Promotor
CUST037320,TKT0027233,2023-01-12,1,8,Neutro
CUST049029,TKT0114973,2022-08-08,0,4,Detrator
CUST038852,TKT0015592,2025-06-25,0,1,Detrator
CUST020709,TKT0145557,2023-01-10,1,10,Promotor
CUST017180,TKT0107436,2025-04-01,1,8,Neutro
CUST046769,TKT0123256,2024-11-24,1,9,Promotor
CUST007281,TKT0071879,2025-11-16,0,3,Detrator
CUST035566,TKT0122040,2025-12-05,1,10,Promotor
CUST016762,TKT0061505,2023-01-18,0,3,Detrator
CUST048061,TKT0127160,2025-08-22,0,3,Detrator
CUST016300,TKT0071595,2025-10-16,0,0,Detrator
CUST038297,TKT0115712,2023-01-08,1,10,Promotor
CUST023124,TKT0069926,2025-08-27,0,6,Detrator
CUST025123,TKT0086400,2024-01-27,1,8,Neutro
CUST033130,TKT0030592,2024-10-07,1,8,Neutro
CUST005572,TKT0148238,2024-09-18,1,8,Neutro
CUST045819,TKT0074352,2022-03-15,0,2,Detrator
CUST000530,TKT0107476,2022-03-22,1,10,Promotor
CUST042104,TKT0145658,2022-01-04,0,5,Detrator
CUST047280,TKT0127553,2025-10-14,0,3,Detrator
CUST026696,TKT0116652,2022-03-22,0,5,Detrator
CUST033963,TKT0028940,2025-06-21,1,10,Promotor
CUST014414,TKT0034123,2022-09-27,1,8,Neutro
CUST017648,TKT0044850,2022-10-27,1,9,Promotor
CUST048660,TKT0021052,2023-10-07,1,8,Neutro
CUST022663,TKT0149570,2023-05-02,1,8,Neutro
CUST012916,TKT0116033,2024-06-20,1,10,Promotor
CUST044332,TKT0081752,2024-10-24,0,3,Detrator
CUST029046,TKT0020001,2022-04-18,1,10,Promotor
CUST018463,TKT0133798,2024-01-09,1,8,Neutro
CUST031738,TKT0124765,2025-07-29,0,2,Detrator
CUST016720,TKT0097491,2024-02-03,1,9,Promotor
CUST030350,TKT0034509,2022-04-14,0,3,Detrator
CUST043935,TKT0094897,2022-06-05,0,5,Detrator
CUST031928,TKT0127343,2022-04-22,1,9,Promotor
CUST027940,TKT0117350,2025-09-15,0,0,Detrator
CUST040819,TKT0003058,2022-08-23,1,9,Promotor
CUST047137,TKT0093408,2022-05-16,1,8,Neutro
CUST035877,TKT0003457,2023-07-29,1,10,Promotor
CUST036293,TKT0083549,2022-07-01,1,10,Promotor
CUST036518,TKT0062245,2025-03-28,0,3,Detrator
CUST010716,TKT0029931,2023-05-30,0,3,Detrator
CUST009859,TKT0052931,2023-06-15,0,1,Detrator
CUST021414,TKT0000359,2025-12-19,0,5,Detrator
CUST044768,TKT0125693,2022-07-02,1,8,Neutro
CUST045929,TKT0005371,2023-06-04,1,9,Promotor
CUST029219,TKT0102827,2025-03-03,1,9,Promotor
CUST040867,TKT0029378,2023-10-27,1,10,Promotor
CUST000133,TKT0101292,2025-12-21,1,8,Neutro
CUST014840,TKT0140720,2025-04-16,1,9,Promotor
CUST046236,TKT0023813,2022-11-20,1,9,Promotor
CUST001506,TKT0102301,2023-11-06,0,1,Detrator
CUST009128,TKT0037883,2023-07-05,1,10,Promotor
CUST018658,TKT0124058,2023-03-04,1,8,Neutro
CUST039471,TKT0071897,2022-08-26,0,0,Detrator
CUST049673,TKT0126175,2023-06-17,1,9,Promotor
CUST046824,TKT0132809,2024-10-09,1,8,Neutro
CUST045181,TKT0017151,2023-12-01,1,9,Promotor
CUST001219,TKT0037366,2022-04-15,1,9,Promotor
CUST039547,TKT0013776,2022-06-10,1,10,Promotor
CUST049363,TKT0104793,2023-07-12,1,9,Promotor
CUST011326,TKT0005798,2022-07-08,1,8,Neutro
CUST000072,TKT0020412,2024-11-08,1,10,Promotor
CUST035082,TKT0048331,2022-12-27,1,8,Neutro
CUST012463,TKT0130520,2023-08-01,1,8,Neutro
CUST029264,TKT0080957,2025-09-01,1,9,Promotor
CUST049556,TKT0142611,2025-12-08,1,8,Neutro
CUST005062,TKT0075740,2025-08-02,1,9,Promotor
CUST023145,TKT0067752,2025-10-20,1,10,Promotor
CUST023973,TKT0134400,2023-03-24,1,9,Promotor
CUST018871,TKT0036144,2024-07-28,0,2,Detrator
CUST029269,TKT0099326,2023-11-29,1,8,Neutro
CUST039079,TKT0139878,2024-07-17,1,9,Promotor
CUST009228,TKT0054978,2022-02-06,1,8,Neutro
CUST030034,TKT0058612,2024-03-14,1,9,Promotor
CUST036032,TKT0002389,2024-12-31,1,8,Neutro
CUST027303,TKT0136322,2023-08-09,1,9,Promotor
CUST045379,TKT0129194,2022-10-10,1,9,Promotor
CUST014026,TKT0110715,2022-05-27,0,4,Detrator
CUST004610,TKT0071525,2024-11-18,1,8,Neutro
CUST030125,TKT0049377,2025-09-17,1,10,Promotor
CUST005054,TKT0014874,2023-08-21,0,2,Detrator
CUST016874,TKT0092931,2022-10-10,1,8,Neutro
CUST017481,TKT0130118,2024-02-13,1,9,Promotor
CUST029105,TKT0054244,2025-12-17,1,9,Promotor
CUST046338,TKT0087166,2023-03-29,0,3,Detrator
CUST012128,TKT0131899,2022-08-30,1,9,Promotor
CUST043859,TKT0038155,2023-03-07,0,0,Detrator
CUST003422,TKT0017266,2023-02-23,1,8,Neutro
CUST002354,TKT0015619,2024-09-14,1,10,Promotor
CUST028401,TKT0008967,2024-07-23,1,10,Promotor
CUST047727,TKT0077220,2024-08-24,0,5,Detrator
CUST015590,TKT0145334,2024-06-06,1,9,Promotor
CUST030383,TKT0015980,2022-08-15,1,9,Promotor
CUST017466,TKT0061739,2025-08-17,1,10,Promotor
CUST044883,TKT0135861,2022-05-10,1,10,Promotor
CUST007864,TKT0073013,2023-03-13,1,8,Neutro
CUST048940,TKT0144591,2023-09-29,0,2,Detrator
CUST027097,TKT0005935,2022-11-06,0,5,Detrator
CUST011163,TKT0059173,2024-06-26,0,4,Detrator
CUST012510,TKT0041817,2025-08-15,0,5,Detrator
CUST014997,TKT0080643,2024-04-03,1,10,Promotor
CUST011538,TKT0145733,2025-11-29,1,9,Promotor
CUST031136,TKT0074287,2025-09-27,1,8,Neutro
CUST001794,TKT0076790,2022-06-16,1,10,Promotor
CUST045753,TKT0081963,2024-09-23,0,2,Detrator
CUST013056,TKT0021755,2023-11-14,1,8,Neutro
CUST010989,TKT0087914,2025-12-21,1,10,Promotor
CUST005192,TKT0044234,2025-09-19,1,8,Neutro
CUST017233,TKT0119368,2023-12-25,1,8,Neutro
CUST020586,TKT0072600,2023-06-22,1,9,Promotor
CUST049960,TKT0115307,2023-10-04,0,2,Detrator
CUST045892,TKT0008855,2025-05-10,1,10,Promotor
CUST007715,TKT0066763,2025-02-20,1,10,Promotor
CUST026579,TKT0127333,2025-03-22,1,9,Promotor
CUST043071,TKT0142073,2025-07-11,1,10,Promotor
CUST004122,TKT0082959,2024-01-22,0,0,Detrator
CUST008458,TKT0025255,2025-07-14,1,8,Neutro
CUST046662,TKT0022060,2024-11-23,1,9,Promotor
CUST045985,TKT0073163,2024-08-19,1,8,Neutro
CUST012637,TKT0009690,2024-12-11,1,8,Neutro
CUST044799,TKT0000335,2022-12-31,1,8,Neutro
CUST006044,TKT0125738,2022-10-17,1,8,Neutro
CUST023345,TKT0141410,2025-11-09,1,9,Promotor
CUST039622,TKT0057074,2022-10-01,1,10,Promotor
CUST021341,TKT0092433,2024-01-11,1,9,Promotor
CUST005157,TKT0073692,2025-07-13,1,8,Neutro
CUST028179,TKT0062977,2022-03-21,1,8,Neutro
CUST004621,TKT0037392,2024-04-01,1,8,Neutro
CUST017534,TKT0105296,2025-10-08,0,6,Detrator
CUST019874,TKT0099951,2023-10-28,0,4,Detrator
CUST042201,TKT0087084,2022-03-13,1,9,Promotor
CUST043346,TKT0082642,2024-11-18,1,9,Promotor
CUST047159,TKT0143473,2022-11-20,0,5,Detrator
CUST048913,TKT0000138,2023-05-08,1,9,Promotor
CUST038212,TKT0040773,2023-05-05,1,8,Neutro
CUST014501,TKT0145461,2025-04-12,1,10,Promotor
CUST009269,TKT0046267,2024-07-07,1,8,Neutro
CUST025567,TKT0058842,2023-07-28,0,2,Detrator
CUST013268,TKT0102766,2025-08-26,0,2,Detrator
CUST011408,TKT0111635,2023-10-01,1,10,Promotor
CUST011144,TKT0136903,2023-03-21,1,10,Promotor
CUST010715,TKT0009699,2025-07-01,1,10,Promotor
CUST036001,TKT0067013,2023-12-02,1,8,Neutro
CUST009945,TKT0147215,2022-04-10,1,8,Neutro
CUST030211,TKT0056949,2022-12-16,1,10,Promotor
CUST036737,TKT0034964,2023-10-24,1,10,Promotor
CUST018979,TKT0123426,2024-08-26,1,8,Neutro
CUST035252,TKT0024553,2022-03-17,1,10,Promotor
CUST039284,TKT0071371,2025-02-14,1,9,Promotor
CUST004937,TKT0027415,2023-06-13,0,5,Detrator
CUST032836,TKT0073592,2022-08-01,1,9,Promotor
CUST048060,TKT0138884,2023-06-18,0,1,Detrator
CUST024536,TKT0002063,2022-12-19,1,9,Promotor
CUST019492,TKT0023738,2025-03-19,1,8,Neutro
CUST033952,TKT0054131,2023-01-07,0,5,Detrator
CUST034493,TKT0066979,2022-10-07,1,10,Promotor
CUST007793,TKT0090136,2024-01-21,1,9,Promotor
CUST004383,TKT0112905,2022-04-15,1,9,Promotor
CUST035316,TKT0060625,2025-10-19,1,10,Promotor
CUST033755,TKT0097873,2025-11-18,1,10,Promotor
CUST010961,TKT0128325,2025-06-19,0,4,Detrator
CUST000130,TKT0000476,2022-05-10,1,9,Promotor
CUST034951,TKT0127225,2022-11-26,1,10,Promotor
CUST039322,TKT0089492,2024-04-09,1,8,Neutro
CUST000899,TKT0086096,2023-04-03,0,3,Detrator
CUST015802,TKT0091452,2025-11-23,0,0,Detrator
CUST047240,TKT0103015,2024-09-01,0,6,Detrator
CUST010774,TKT0003894,2022-11-12,1,8,Neutro
CUST025206,TKT0083157,2025-05-27,1,10,Promotor
CUST036955,TKT0053848,2022-11-05,1,8,Neutro
CUST011990,TKT0039444,2025-08-30,0,2,Detrator
CUST027186,TKT0145766,2022-11-01,1,10,Promotor
CUST049268,TKT0078660,2023-09-24,1,9,Promotor
CUST011033,TKT0133879,2022-02-18,1,8,Neutro
CUST047362,TKT0140585,2025-04-25,0,3,Detrator
CUST022903,TKT0064107,2022-03-17,1,10,Promotor
CUST035245,TKT0028187,2024-09-01,0,2,Detrator
CUST027862,TKT0107092,2025-08-28,1,9,Promotor
CUST033300,TKT0041110,2025-02-06,1,10,Promotor
CUST012652,TKT0071623,2023-07-15,0,4,Detrator
CUST008581,TKT0026434,2025-10-21,0,3,Detrator
CUST038836,TKT0086429,2024-01-23,1,9,Promotor
CUST020369,TKT0105425,2022-04-19,1,8,Neutro
CUST018261,TKT0058914,2025-02-05,1,8,Neutro
CUST046009,TKT0020108,2023-08-21,1,8,Neutro
CUST017416,TKT0050028,2024-08-25,1,10,Promotor
CUST008767,TKT0030428,2025-12-31,1,9,Promotor
CUST035188,TKT0063150,2025-06-19,1,10,Promotor
CUST044508,TKT0029016,2023-06-08,1,9,Promotor
CUST022321,TKT0044078,2024-09-05,1,9,Promotor
CUST020140,TKT0058001,2022-01-27,0,1,Detrator
CUST034379,TKT0032131,2024-10-07,0,4,Detrator
CUST038102,TKT0080317,2025-06-15,1,8,Neutro
CUST020712,TKT0021917,2023-04-29,1,8,Neutro
CUST002099,TKT0101170,2024-02-16,1,9,Promotor
CUST020570,TKT0013822,2023-10-25,0,3,Detrator
CUST006159,TKT0046640,2024-10-18,1,8,Neutro
CUST034174,TKT0090159,2024-09-28,0,3,Detrator
CUST029420,TKT0019155,2025-04-04,1,8,Neutro
CUST014122,TKT0016703,2024-10-04,1,9,Promotor
CUST011264,TKT0062963,2022-03-31,1,9,Promotor
CUST045709,TKT0028703,2023-01-29,1,9,Promotor
CUST025507,TKT0077346,2022-11-22,1,9,Promotor
CUST009119,TKT0115740,2024-12-20,1,8,Neutro
CUST018975,TKT0018145,2025-08-11,1,9,Promotor
CUST046536,TKT0113482,2022-05-22,1,8,Neutro
CUST001757,TKT0041874,2025-04-07,1,10,Promotor
