CustomerID,Segmento,Sexo,Idade,Distrito,CanalPreferencial
CUST022033,Empresarial,Empresa,,Leiria,Loja/Telefone
CUST022034,Residencial,F,18,Porto,App/Online
CUST022035,Residencial,M,48,Braga,Loja/Telefone
CUST022036,Residencial,F,18,Açores,App/Online
CUST022037,Residencial,F,49,Aveiro,Loja/Telefone
CUST022038,VIP,F,51,Braga,Loja/Telefone
CUST022039,Residencial,F,48,Lisboa,Loja/Telefone
CUST022040,Residencial,F,50,Lisboa,Loja/Telefone
CUST022041,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022042,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022043,Residencial,F,62,Porto,Loja/Telefone
CUST022044,Residencial,F,69,Leiria,Loja/Telefone
CUST022045,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022046,Residencial,M,65,Porto,Loja/Telefone
CUST022047,Residencial,F,62,Lisboa,Loja/Telefone
CUST022048,Residencial,F,61,Viseu,Loja/Telefone
CUST022049,Residencial,M,22,Porto,App/Online
CUST022050,Residencial,F,53,Açores,Loja/Telefone
CUST022051,Residencial,F,18,Setúbal,App/Online
CUST022052,Residencial,F,71,Aveiro,Loja/Telefone
CUST022053,Residencial,F,55,Bragança,Loja/Telefone
CUST022054,Residencial,M,50,Santarém,Loja/Telefone
CUST022055,Residencial,F,39,Braga,Loja/Telefone
CUST022056,Residencial,M,51,Guarda,Loja/Telefone
CUST022057,Residencial,M,61,Coimbra,Loja/Telefone
CUST022058,Empresarial,Empresa,,Viana do Castelo,Loja/Telefone
CUST022059,Residencial,M,69,Lisboa,Loja/Telefone
CUST022060,Residencial,F,56,Porto,Loja/Telefone
CUST022061,Residencial,M,41,Braga,Loja/Telefone
CUST022062,Empresarial,Empresa,,Coimbra,Loja/Telefone
CUST022063,Residencial,M,45,Faro,Loja/Telefone
CUST022064,Residencial,M,18,Braga,App/Online
CUST022065,Residencial,F,50,Coimbra,Loja/Telefone
CUST022066,Residencial,F,44,Aveiro,Loja/Telefone
CUST022067,Residencial,M,57,Porto,Loja/Telefone
CUST022068,Residencial,M,77,Braga,Loja/Telefone
CUST022069,Residencial,F,45,Portalegre,Loja/Telefone
CUST022070,Residencial,F,47,Aveiro,Loja/Telefone
CUST022071,Residencial,M,39,Setúbal,Loja/Telefone
CUST022072,Residencial,M,25,Lisboa,App/Online
CUST022073,Residencial,M,63,Porto,Loja/Telefone
CUST022074,Residencial,M,46,Faro,Loja/Telefone
CUST022075,Residencial,M,78,Setúbal,Loja/Telefone
CUST022076,Residencial,M,42,Viseu,Loja/Telefone
CUST022077,Residencial,F,18,Lisboa,App/Online
CUST022078,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022079,Residencial,F,27,Braga,App/Online
CUST022080,Residencial,M,53,Faro,Loja/Telefone
CUST022081,Residencial,F,39,Viseu,Loja/Telefone
CUST022082,Residencial,M,42,Porto,Loja/Telefone
CUST022083,Residencial,M,42,Porto,Loja/Telefone
CUST022084,Residencial,F,46,Lisboa,Loja/Telefone
CUST022085,Residencial,M,45,Lisboa,Loja/Telefone
CUST022086,VIP,F,41,Santarém,Loja/Telefone
CUST022087,Residencial,M,30,Viseu,App/Online
CUST022088,Residencial,M,54,Viana do Castelo,Loja/Telefone
CUST022089,Residencial,M,23,Braga,App/Online
CUST022090,Residencial,M,74,Setúbal,Loja/Telefone
CUST022091,Residencial,M,45,Braga,Loja/Telefone
CUST022092,Residencial,M,62,Braga,Loja/Telefone
CUST022093,Residencial,F,49,Setúbal,Loja/Telefone
CUST022094,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022095,Residencial,F,36,Coimbra,Loja/Telefone
CUST022096,Residencial,F,23,Faro,App/Online
CUST022097,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022098,Residencial,M,48,Setúbal,Loja/Telefone
CUST022099,Residencial,M,53,Aveiro,Loja/Telefone
CUST022100,Residencial,M,35,Lisboa,Loja/Telefone
CUST022101,Residencial,F,43,Leiria,Loja/Telefone
CUST022102,Residencial,F,73,Madeira,Loja/Telefone
CUST022103,Residencial,M,20,Setúbal,App/Online
CUST022104,Empresarial,Empresa,,Vila Real,Loja/Telefone
CUST022105,Residencial,F,42,Lisboa,Loja/Telefone
CUST022106,Residencial,F,18,Lisboa,App/Online
CUST022107,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022108,Residencial,F,35,Leiria,Loja/Telefone
CUST022109,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022110,Residencial,M,43,Lisboa,Loja/Telefone
CUST022111,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022112,Residencial,M,29,Viana do Castelo,App/Online
CUST022113,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022114,Residencial,M,73,Lisboa,Loja/Telefone
CUST022115,Residencial,M,37,Coimbra,Loja/Telefone
CUST022116,Residencial,M,41,Viana do Castelo,Loja/Telefone
CUST022117,Residencial,M,57,Coimbra,Loja/Telefone
CUST022118,Residencial,M,42,Aveiro,Loja/Telefone
CUST022119,Residencial,F,48,Santarém,Loja/Telefone
CUST022120,Residencial,M,42,Coimbra,Loja/Telefone
CUST022121,Residencial,F,50,Coimbra,Loja/Telefone
CUST022122,Residencial,F,67,Castelo Branco,Loja/Telefone
CUST022123,Residencial,F,75,Guarda,Loja/Telefone
CUST022124,Residencial,F,36,Lisboa,Loja/Telefone
CUST022125,Residencial,M,56,Setúbal,Loja/Telefone
CUST022126,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022127,Residencial,M,30,Setúbal,App/Online
CUST022128,Residencial,F,66,Santarém,Loja/Telefone
CUST022129,Residencial,F,44,Porto,Loja/Telefone
CUST022130,Residencial,M,38,Braga,Loja/Telefone
CUST022131,Residencial,F,42,Aveiro,Loja/Telefone
CUST022132,Residencial,F,27,Braga,App/Online
CUST022133,Residencial,F,56,Évora,Loja/Telefone
CUST022134,VIP,M,18,Braga,App/Online
CUST022135,Residencial,F,47,Setúbal,Loja/Telefone
CUST022136,Residencial,F,53,Porto,Loja/Telefone
CUST022137,Residencial,M,60,Lisboa,Loja/Telefone
CUST022138,Residencial,F,55,Leiria,Loja/Telefone
CUST022139,Residencial,F,56,Leiria,Loja/Telefone
CUST022140,Residencial,F,41,Braga,Loja/Telefone
CUST022141,Residencial,M,31,Lisboa,App/Online
CUST022142,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022143,Residencial,M,34,Aveiro,App/Online
CUST022144,Residencial,M,71,Lisboa,Loja/Telefone
CUST022145,Residencial,F,34,Porto,App/Online
CUST022146,Residencial,F,42,Madeira,Loja/Telefone
CUST022147,Residencial,F,27,Viana do Castelo,App/Online
CUST022148,Residencial,M,64,Braga,Loja/Telefone
CUST022149,Residencial,M,59,Santarém,Loja/Telefone
CUST022150,Residencial,M,47,Aveiro,Loja/Telefone
CUST022151,Empresarial,Empresa,,Faro,Loja/Telefone
CUST022152,Residencial,M,37,Porto,Loja/Telefone
CUST022153,Empresarial,Empresa,,Faro,Loja/Telefone
CUST022154,Residencial,F,45,Lisboa,Loja/Telefone
CUST022155,Residencial,M,26,Faro,App/Online
CUST022156,Residencial,M,18,Setúbal,App/Online
CUST022157,Residencial,F,44,Madeira,Loja/Telefone
CUST022158,Residencial,F,44,Porto,Loja/Telefone
CUST022159,Residencial,M,44,Açores,Loja/Telefone
CUST022160,Residencial,M,50,Setúbal,Loja/Telefone
CUST022161,Residencial,F,50,Viana do Castelo,Loja/Telefone
CUST022162,Residencial,F,55,Lisboa,Loja/Telefone
CUST022163,Residencial,M,29,Lisboa,App/Online
CUST022164,Residencial,M,27,Coimbra,App/Online
CUST022165,Residencial,M,66,Coimbra,Loja/Telefone
CUST022166,Residencial,F,57,Lisboa,Loja/Telefone
CUST022167,Residencial,F,53,Bragança,Loja/Telefone
CUST022168,Residencial,M,50,Faro,Loja/Telefone
CUST022169,Residencial,F,60,Porto,Loja/Telefone
CUST022170,Residencial,M,72,Setúbal,Loja/Telefone
CUST022171,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022172,Residencial,F,43,Aveiro,Loja/Telefone
CUST022173,Residencial,M,23,Lisboa,App/Online
CUST022174,Residencial,F,31,Açores,App/Online
CUST022175,Residencial,M,39,Lisboa,Loja/Telefone
CUST022176,Residencial,M,61,Setúbal,Loja/Telefone
CUST022177,Residencial,F,49,Faro,Loja/Telefone
CUST022178,Residencial,F,55,Porto,Loja/Telefone
CUST022179,VIP,M,49,Porto,Loja/Telefone
CUST022180,Residencial,F,65,Madeira,Loja/Telefone
CUST022181,Residencial,F,51,Porto,Loja/Telefone
CUST022182,Residencial,F,56,Castelo Branco,Loja/Telefone
CUST022183,Residencial,F,73,Porto,Loja/Telefone
CUST022184,Residencial,M,42,Porto,Loja/Telefone
CUST022185,Residencial,F,53,Braga,Loja/Telefone
CUST022186,Residencial,F,43,Braga,Loja/Telefone
CUST022187,VIP,M,28,Porto,App/Online
CUST022188,VIP,F,44,Aveiro,Loja/Telefone
CUST022189,Residencial,F,64,Porto,Loja/Telefone
CUST022190,Residencial,F,21,Aveiro,App/Online
CUST022191,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022192,Residencial,M,43,Santarém,Loja/Telefone
CUST022193,Residencial,F,46,Porto,Loja/Telefone
CUST022194,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022195,Residencial,M,44,Santarém,Loja/Telefone
CUST022196,Residencial,F,41,Lisboa,Loja/Telefone
CUST022197,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022198,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022199,Residencial,F,29,Lisboa,App/Online
CUST022200,Residencial,M,57,Setúbal,Loja/Telefone
CUST022201,Residencial,F,35,Braga,Loja/Telefone
CUST022202,Residencial,M,87,Guarda,Loja/Telefone
CUST022203,Residencial,M,37,Porto,Loja/Telefone
CUST022204,Residencial,M,23,Lisboa,App/Online
CUST022205,VIP,F,24,Porto,App/Online
CUST022206,Empresarial,Empresa,,Madeira,Loja/Telefone
CUST022207,Residencial,M,33,Viana do Castelo,App/Online
CUST022208,Residencial,F,55,Lisboa,Loja/Telefone
CUST022209,Residencial,F,61,Leiria,Loja/Telefone
CUST022210,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022211,Residencial,F,51,Braga,Loja/Telefone
CUST022212,Empresarial,Empresa,,Guarda,Loja/Telefone
CUST022213,Residencial,M,57,Leiria,Loja/Telefone
CUST022214,Residencial,M,58,Açores,Loja/Telefone
CUST022215,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022216,Residencial,M,41,Lisboa,Loja/Telefone
CUST022217,Residencial,F,41,Setúbal,Loja/Telefone
CUST022218,Residencial,M,18,Braga,App/Online
CUST022219,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022220,Residencial,M,48,Braga,Loja/Telefone
CUST022221,Residencial,M,30,Lisboa,App/Online
CUST022222,Residencial,M,70,Setúbal,Loja/Telefone
CUST022223,Residencial,M,21,Viseu,App/Online
CUST022224,Residencial,F,31,Braga,App/Online
CUST022225,Residencial,M,67,Lisboa,Loja/Telefone
CUST022226,VIP,F,60,Açores,Loja/Telefone
CUST022227,Residencial,M,45,Lisboa,Loja/Telefone
CUST022228,Residencial,F,55,Coimbra,Loja/Telefone
CUST022229,Residencial,M,62,Setúbal,Loja/Telefone
CUST022230,Residencial,F,62,Setúbal,Loja/Telefone
CUST022231,Residencial,M,52,Aveiro,Loja/Telefone
CUST022232,Residencial,F,31,Leiria,App/Online
CUST022233,Empresarial,Empresa,,Açores,Loja/Telefone
CUST022234,Residencial,M,28,Évora,App/Online
CUST022235,Residencial,M,32,Porto,App/Online
CUST022236,Residencial,M,52,Braga,Loja/Telefone
CUST022237,Residencial,F,54,Lisboa,Loja/Telefone
CUST022238,Residencial,M,29,Lisboa,App/Online
CUST022239,VIP,F,30,Bragança,App/Online
CUST022240,Residencial,F,29,Faro,App/Online
CUST022241,Residencial,F,39,Leiria,Loja/Telefone
CUST022242,Residencial,M,26,Coimbra,App/Online
CUST022243,Residencial,M,50,Porto,Loja/Telefone
CUST022244,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022245,Residencial,M,38,Vila Real,Loja/Telefone
CUST022246,Residencial,M,49,Viseu,Loja/Telefone
CUST022247,Residencial,F,44,Vila Real,Loja/Telefone
CUST022248,Residencial,F,26,Porto,App/Online
CUST022249,Residencial,F,36,Setúbal,Loja/Telefone
CUST022250,Residencial,M,18,Lisboa,App/Online
CUST022251,Residencial,F,45,Castelo Branco,Loja/Telefone
CUST022252,Residencial,F,45,Braga,Loja/Telefone
CUST022253,Residencial,F,40,Porto,Loja/Telefone
CUST022254,Residencial,F,40,Setúbal,Loja/Telefone
CUST022255,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022256,Residencial,F,61,Lisboa,Loja/Telefone
CUST022257,Residencial,M,24,Lisboa,App/Online
CUST022258,Residencial,F,71,Lisboa,Loja/Telefone
CUST022259,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022260,Residencial,F,41,Santarém,Loja/Telefone
CUST022261,Residencial,M,43,Lisboa,Loja/Telefone
CUST022262,Residencial,F,64,Coimbra,Loja/Telefone
CUST022263,Residencial,F,48,Lisboa,Loja/Telefone
CUST022264,Residencial,M,29,Lisboa,App/Online
CUST022265,Residencial,F,32,Porto,App/Online
CUST022266,Residencial,F,62,Lisboa,Loja/Telefone
CUST022267,Residencial,F,60,Açores,Loja/Telefone
CUST022268,Residencial,M,45,Lisboa,Loja/Telefone
CUST022269,Residencial,F,54,Vila Real,Loja/Telefone
CUST022270,Residencial,F,42,Viseu,Loja/Telefone
CUST022271,Residencial,M,43,Setúbal,Loja/Telefone
CUST022272,Residencial,F,19,Viseu,App/Online
CUST022273,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022274,Residencial,M,61,Porto,Loja/Telefone
CUST022275,Residencial,M,64,Porto,Loja/Telefone
CUST022276,Empresarial,Empresa,,Guarda,Loja/Telefone
CUST022277,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022278,Residencial,F,43,Açores,Loja/Telefone
CUST022279,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022280,Residencial,F,42,Braga,Loja/Telefone
CUST022281,Residencial,M,61,Porto,Loja/Telefone
CUST022282,Residencial,M,37,Leiria,Loja/Telefone
CUST022283,Residencial,M,18,Lisboa,App/Online
CUST022284,Residencial,M,66,Lisboa,Loja/Telefone
CUST022285,Residencial,F,60,Porto,Loja/Telefone
CUST022286,Residencial,M,32,Braga,App/Online
CUST022287,Residencial,F,38,Vila Real,Loja/Telefone
CUST022288,VIP,F,55,Setúbal,Loja/Telefone
CUST022289,Residencial,M,43,Lisboa,Loja/Telefone
CUST022290,Residencial,M,60,Aveiro,Loja/Telefone
CUST022291,Residencial,M,31,Setúbal,App/Online
CUST022292,Residencial,F,57,Leiria,Loja/Telefone
CUST022293,Residencial,M,31,Lisboa,App/Online
CUST022294,Residencial,M,61,Coimbra,Loja/Telefone
CUST022295,Residencial,M,51,Lisboa,Loja/Telefone
CUST022296,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022297,Residencial,F,31,Braga,App/Online
CUST022298,Residencial,M,58,Porto,Loja/Telefone
CUST022299,Residencial,M,19,Lisboa,App/Online
CUST022300,Residencial,M,50,Coimbra,Loja/Telefone
CUST022301,Residencial,F,57,Aveiro,Loja/Telefone
CUST022302,Residencial,M,54,Faro,Loja/Telefone
CUST022303,Residencial,F,60,Braga,Loja/Telefone
CUST022304,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022305,Residencial,M,33,Lisboa,App/Online
CUST022306,Residencial,M,35,Lisboa,Loja/Telefone
CUST022307,VIP,M,49,Aveiro,Loja/Telefone
CUST022308,Residencial,F,24,Vila Real,App/Online
CUST022309,VIP,M,31,Lisboa,App/Online
CUST022310,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022311,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022312,Residencial,F,18,Porto,App/Online
CUST022313,Residencial,M,46,Leiria,Loja/Telefone
CUST022314,Residencial,F,34,Viseu,App/Online
CUST022315,Residencial,F,66,Porto,Loja/Telefone
CUST022316,Residencial,M,33,Porto,App/Online
CUST022317,Residencial,M,56,Porto,Loja/Telefone
CUST022318,Residencial,M,34,Viana do Castelo,App/Online
CUST022319,Residencial,F,41,Lisboa,Loja/Telefone
CUST022320,Empresarial,Empresa,,Madeira,Loja/Telefone
CUST022321,Residencial,M,27,Viana do Castelo,App/Online
CUST022322,Residencial,M,47,Lisboa,Loja/Telefone
CUST022323,Residencial,F,36,Aveiro,Loja/Telefone
CUST022324,Residencial,M,38,Lisboa,Loja/Telefone
CUST022325,Residencial,M,41,Viseu,Loja/Telefone
CUST022326,Residencial,F,60,Aveiro,Loja/Telefone
CUST022327,Residencial,M,54,Porto,Loja/Telefone
CUST022328,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022329,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022330,Residencial,M,47,Setúbal,Loja/Telefone
CUST022331,Residencial,M,26,Setúbal,App/Online
CUST022332,Residencial,F,31,Leiria,App/Online
CUST022333,Residencial,F,19,Lisboa,App/Online
CUST022334,Residencial,M,18,Lisboa,App/Online
CUST022335,VIP,M,66,Faro,Loja/Telefone
CUST022336,Residencial,F,38,Aveiro,Loja/Telefone
CUST022337,Residencial,F,62,Braga,Loja/Telefone
CUST022338,Residencial,F,44,Viana do Castelo,Loja/Telefone
CUST022339,Empresarial,Empresa,,Coimbra,Loja/Telefone
CUST022340,Residencial,F,29,Braga,App/Online
CUST022341,Residencial,F,52,Setúbal,Loja/Telefone
CUST022342,Residencial,F,65,Madeira,Loja/Telefone
CUST022343,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022344,Residencial,M,37,Aveiro,Loja/Telefone
CUST022345,Residencial,M,61,Lisboa,Loja/Telefone
CUST022346,Residencial,F,41,Madeira,Loja/Telefone
CUST022347,Residencial,F,49,Lisboa,Loja/Telefone
CUST022348,Residencial,F,48,Porto,Loja/Telefone
CUST022349,VIP,M,34,Lisboa,App/Online
CUST022350,Residencial,M,46,Aveiro,Loja/Telefone
CUST022351,Residencial,M,60,Porto,Loja/Telefone
CUST022352,Residencial,M,49,Porto,Loja/Telefone
CUST022353,Empresarial,Empresa,,Aveiro,Loja/Telefone
CUST022354,Empresarial,Empresa,,Coimbra,Loja/Telefone
CUST022355,Residencial,F,77,Lisboa,Loja/Telefone
CUST022356,Residencial,M,27,Coimbra,App/Online
CUST022357,Residencial,F,37,Faro,Loja/Telefone
CUST022358,Residencial,M,47,Lisboa,Loja/Telefone
CUST022359,Residencial,M,49,Lisboa,Loja/Telefone
CUST022360,Residencial,M,59,Lisboa,Loja/Telefone
CUST022361,Residencial,F,27,Viseu,App/Online
CUST022362,Residencial,M,38,Lisboa,Loja/Telefone
CUST022363,Residencial,M,47,Braga,Loja/Telefone
CUST022364,VIP,M,18,Lisboa,App/Online
CUST022365,Residencial,F,26,Porto,App/Online
CUST022366,Residencial,F,63,Beja,Loja/Telefone
CUST022367,Residencial,F,30,Madeira,App/Online
CUST022368,Residencial,M,71,Braga,Loja/Telefone
CUST022369,Residencial,F,62,Porto,Loja/Telefone
CUST022370,Residencial,F,46,Lisboa,Loja/Telefone
CUST022371,Residencial,M,53,Santarém,Loja/Telefone
CUST022372,Residencial,M,45,Porto,Loja/Telefone
CUST022373,Residencial,M,52,Lisboa,Loja/Telefone
CUST022374,Residencial,M,45,Madeira,Loja/Telefone
CUST022375,Residencial,F,54,Porto,Loja/Telefone
CUST022376,Residencial,F,22,Faro,App/Online
CUST022377,Residencial,F,43,Lisboa,Loja/Telefone
CUST022378,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022379,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022380,Residencial,F,36,Braga,Loja/Telefone
CUST022381,Residencial,M,47,Lisboa,Loja/Telefone
CUST022382,Residencial,F,30,Braga,App/Online
CUST022383,Residencial,F,41,Santarém,Loja/Telefone
CUST022384,Residencial,M,44,Aveiro,Loja/Telefone
CUST022385,Residencial,M,46,Santarém,Loja/Telefone
CUST022386,Residencial,F,87,Lisboa,Loja/Telefone
CUST022387,Residencial,M,37,Lisboa,Loja/Telefone
CUST022388,Residencial,M,58,Aveiro,Loja/Telefone
CUST022389,Residencial,M,43,Faro,Loja/Telefone
CUST022390,Residencial,F,38,Porto,Loja/Telefone
CUST022391,Residencial,F,57,Santarém,Loja/Telefone
CUST022392,Empresarial,Empresa,,Coimbra,Loja/Telefone
CUST022393,Residencial,M,46,Porto,Loja/Telefone
CUST022394,Residencial,M,57,Porto,Loja/Telefone
CUST022395,Residencial,F,46,Porto,Loja/Telefone
CUST022396,Residencial,F,28,Lisboa,App/Online
CUST022397,Residencial,M,26,Lisboa,App/Online
CUST022398,VIP,M,44,Setúbal,Loja/Telefone
CUST022399,Residencial,F,44,Porto,Loja/Telefone
CUST022400,VIP,F,42,Viseu,Loja/Telefone
CUST022401,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022402,Residencial,M,61,Porto,Loja/Telefone
CUST022403,Residencial,M,42,Viana do Castelo,Loja/Telefone
CUST022404,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022405,Residencial,F,21,Porto,App/Online
CUST022406,Residencial,M,37,Porto,Loja/Telefone
CUST022407,Residencial,F,43,Porto,Loja/Telefone
CUST022408,Residencial,M,34,Lisboa,App/Online
CUST022409,Residencial,M,70,Braga,Loja/Telefone
CUST022410,Residencial,M,42,Setúbal,Loja/Telefone
CUST022411,VIP,M,63,Guarda,Loja/Telefone
CUST022412,Residencial,M,67,Viseu,Loja/Telefone
CUST022413,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022414,Residencial,M,54,Porto,Loja/Telefone
CUST022415,Residencial,M,22,Lisboa,App/Online
CUST022416,Empresarial,Empresa,,Braga,Loja/Telefone
CUST022417,Residencial,F,38,Lisboa,Loja/Telefone
CUST022418,Residencial,M,40,Setúbal,Loja/Telefone
CUST022419,Residencial,F,70,Braga,Loja/Telefone
CUST022420,Residencial,M,42,Braga,Loja/Telefone
CUST022421,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022422,Residencial,M,56,Braga,Loja/Telefone
CUST022423,Residencial,F,21,Aveiro,App/Online
CUST022424,Residencial,F,40,Setúbal,Loja/Telefone
CUST022425,Residencial,M,39,Lisboa,Loja/Telefone
CUST022426,Residencial,F,25,Braga,App/Online
CUST022427,Residencial,M,36,Lisboa,Loja/Telefone
CUST022428,Residencial,F,22,Lisboa,App/Online
CUST022429,Residencial,F,42,Lisboa,Loja/Telefone
CUST022430,Residencial,M,49,Lisboa,Loja/Telefone
CUST022431,Residencial,M,43,Porto,Loja/Telefone
CUST022432,Empresarial,Empresa,,Madeira,Loja/Telefone
CUST022433,Residencial,M,27,Lisboa,App/Online
CUST022434,VIP,M,35,Braga,Loja/Telefone
CUST022435,Residencial,F,44,Porto,Loja/Telefone
CUST022436,Residencial,M,64,Braga,Loja/Telefone
CUST022437,Residencial,M,50,Porto,Loja/Telefone
CUST022438,Residencial,M,62,Guarda,Loja/Telefone
CUST022439,Residencial,M,18,Setúbal,App/Online
CUST022440,Residencial,M,51,Porto,Loja/Telefone
CUST022441,Residencial,F,25,Braga,App/Online
CUST022442,Residencial,F,34,Lisboa,App/Online
CUST022443,Residencial,F,29,Santarém,App/Online
CUST022444,Residencial,F,38,Lisboa,Loja/Telefone
CUST022445,Residencial,M,26,Porto,App/Online
CUST022446,Residencial,M,54,Lisboa,Loja/Telefone
CUST022447,Residencial,F,42,Braga,Loja/Telefone
CUST022448,Residencial,M,57,Leiria,Loja/Telefone
CUST022449,Residencial,M,57,Porto,Loja/Telefone
CUST022450,Residencial,F,57,Aveiro,Loja/Telefone
CUST022451,Residencial,F,54,Porto,Loja/Telefone
CUST022452,Residencial,F,26,Lisboa,App/Online
CUST022453,Residencial,M,63,Faro,Loja/Telefone
CUST022454,Residencial,F,51,Aveiro,Loja/Telefone
CUST022455,Residencial,F,60,Beja,Loja/Telefone
CUST022456,Residencial,F,63,Leiria,Loja/Telefone
CUST022457,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022458,Residencial,M,53,Porto,Loja/Telefone
CUST022459,Residencial,M,26,Coimbra,App/Online
CUST022460,VIP,F,49,Faro,Loja/Telefone
CUST022461,Residencial,F,52,Setúbal,Loja/Telefone
CUST022462,Residencial,M,33,Santarém,App/Online
CUST022463,VIP,M,50,Porto,Loja/Telefone
CUST022464,VIP,F,52,Leiria,Loja/Telefone
CUST022465,Residencial,F,47,Braga,Loja/Telefone
CUST022466,Residencial,F,61,Lisboa,Loja/Telefone
CUST022467,Residencial,M,30,Porto,App/Online
CUST022468,Residencial,M,60,Castelo Branco,Loja/Telefone
CUST022469,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022470,Residencial,M,32,Braga,App/Online
CUST022471,Empresarial,Empresa,,Bragança,Loja/Telefone
CUST022472,Residencial,M,48,Setúbal,Loja/Telefone
CUST022473,Residencial,F,59,Viseu,Loja/Telefone
CUST022474,Residencial,M,37,Faro,Loja/Telefone
CUST022475,Residencial,M,39,Lisboa,Loja/Telefone
CUST022476,Residencial,F,22,Faro,App/Online
CUST022477,VIP,F,42,Lisboa,Loja/Telefone
CUST022478,Residencial,M,31,Porto,App/Online
CUST022479,Residencial,M,58,Porto,Loja/Telefone
CUST022480,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST022481,VIP,M,21,Lisboa,App/Online
CUST022482,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022483,Residencial,M,61,Lisboa,Loja/Telefone
CUST022484,Residencial,M,27,Lisboa,App/Online
CUST022485,Residencial,F,30,Setúbal,App/Online
CUST022486,Residencial,F,50,Braga,Loja/Telefone
CUST022487,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022488,Residencial,F,53,Setúbal,Loja/Telefone
CUST022489,Residencial,F,55,Porto,Loja/Telefone
CUST022490,Residencial,F,76,Porto,Loja/Telefone
CUST022491,Empresarial,Empresa,,Aveiro,Loja/Telefone
CUST022492,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022493,Residencial,F,69,Lisboa,Loja/Telefone
CUST022494,Residencial,M,47,Setúbal,Loja/Telefone
CUST022495,Residencial,F,65,Porto,Loja/Telefone
CUST022496,Residencial,F,34,Porto,App/Online
CUST022497,Residencial,M,47,Lisboa,Loja/Telefone
CUST022498,Residencial,M,31,Madeira,App/Online
CUST022499,Residencial,F,72,Lisboa,Loja/Telefone
CUST022500,Residencial,M,44,Faro,Loja/Telefone
CUST022501,Residencial,M,72,Lisboa,Loja/Telefone
CUST022502,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST022503,Empresarial,Empresa,,Porto,Loja/Telefone
CUST022504,Empresarial,Empresa,,Faro,Loja/Telefone
CUST022505,Empresarial,Empresa,,Aveiro,Loja/Telefone
CUST022506,Residencial,F,33,Porto,App/Online
CUST022507,Residencial,F,50,Braga,Loja/Telefone
CUST022508,Residencial,M,24,Lisboa,App/Online
CUST022509,Residencial,M,40,Lisboa,Loja/Telefone
CUST022510,Residencial,M,45,Aveiro,Loja/Telefone
CUST022511,Residencial,M,33,Aveiro,App/Online
CUST022512,Residencial,M,62,Lisboa,Loja/Telefone
CUST022513,Residencial,F,39,Viseu,Loja/Telefone
CUST022514,Residencial,M,58,Braga,Loja/Telefone
CUST022515,Residencial,F,53,Porto,Loja/Telefone
CUST022516,Residencial,F,64,Setúbal,Loja/Telefone
CUST022517,Residencial,F,48,Aveiro,Loja/Telefone
CUST022518,Residencial,F,18,Porto,App/Online
